left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	pr_subClassOf	pr_superClassOf	pr_equivalentTo	pr_other	left_novel	right_novel	left_consistent	right_consistent	equiv_clique_size
http://sweetontology.net/phenSystem#System		RO:0002577	system	label	label	System	system	100.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/phenSystemComplexity#Transformation		RO:0002494	transformation of	label	label	Transformation	transformation of	85.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	3
http://sweetontology.net/prop#Role		RO:0000081	role of	label	label	Role	role of	85.0	1.0	0.3333333333333333	4	1.0	0.20501321404895975	0.20501321404895975	0.3611500797623558	0.22882349213972483	True	True	False	False	2
http://sweetontology.net/propOrdinal#Quality		RO:0000080	quality of	label	label	Quality	quality of	85.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/propSpaceLocation#Location		RO:0001015	location of	label	label	Location	location of	85.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	3
http://sweetontology.net/rela#hasRole		RO:0000087	has role	label	label	hasRole	has role	100.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/relaChemical#hasChemicalRole		RO:0002262	has chemical role	label	label	hasChemicalRole	has chemical role	100.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/relaHuman#produces		RO:0003000	produces	label	label	produces	produces	100.0	1.0	1.0	4	1.0	0.2373465568588084	0.2373465568588084	0.47351937653234366	0.051787509750039595	True	True	False	False	2
http://sweetontology.net/relaSci#hasComponent		RO:0002180	has component	label	label	hasComponent	has component	100.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/relaSpace#adjacentTo		RO:0002220	adjacent to	label	label	adjacentTo	adjacent to	100.0	1.0	0.5	4	1.0	0.20676306064494943	0.20676306064494943	0.3642325992996702	0.22224127941043098	True	True	False	False	2
http://sweetontology.net/relaSpace#overlaps		RO:0002131	overlaps	label	label	overlaps	overlaps	100.0	1.0	1.0	4	1.0	0.2373465568588084	0.2373465568588084	0.47351937653234366	0.051787509750039595	True	True	False	False	2
http://sweetontology.net/relaSpace#surroundedBy		RO:0002219	surrounded by	label	label	surroundedBy	surrounded by	100.0	0.5	1.0	4	1.0	0.20676306064494943	0.20676306064494943	0.3642325992996702	0.22224127941043098	True	True	False	False	2
http://sweetontology.net/reprMathFunction#Function		RO:0000079	function of	label	label	Function	function of	85.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/reprSciComponent#Input		RO:0002352	input of	label	label	Input	input of	85.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/reprSciComponent#Output		RO:0002353	output of	label	label	Output	output of	85.0	1.0	1.0	4	1.0	0.2122405140127806	0.2122405140127806	0.37388164914196187	0.20163732283247693	True	True	False	False	2
http://sweetontology.net/stateRoleBiological#Host		RO:0002453	host of	label	label	Host	host of	85.0	0.5	1.0	4	1.0	0.20676306064494943	0.20676306064494943	0.3642325992996702	0.22224127941043098	True	True	False	False	2
http://sweetontology.net/stateRoleGeographic#Tributary		RO:0002376	tributary of	label	label	Tributary	tributary of	85.0	0.5	1.0	4	1.0	0.20676306064494943	0.20676306064494943	0.3642325992996702	0.22224127941043098	True	True	False	False	2
http://www.w3.org/2006/time#before		RO:0002083	before	label	label	before	before	100.0	1.0	1.0	4	1.0	0.2373465568588084	0.2373465568588084	0.47351937653234366	0.051787509750039595	True	True	False	False	2

