left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	pr_subClassOf	pr_superClassOf	pr_equivalentTo	pr_other	left_novel	right_novel	left_consistent	right_consistent	equiv_clique_size
http://sweetontology.net/matrElement/Cd		FIX:0000043	circular dichroism spectroscopy	label	hasRelatedSynonym	Cd	CD	12.0	1.0	1.0	4	1.0	0.07976909716325621	0.07976909716325621	0.767890593200731	0.07257121247275662	True	True	False	False	2
http://sweetontology.net/matrFacility/Structure		FIX:0000482	structure	label	label	Structure	structure	100.0	1.0	1.0	2	0.3333333333333333	0.052985786299683105	0.052985786299683105	0.8717328054187701	0.02229562198186385	True	True	False	False	4
http://sweetontology.net/phenSystem/Drift		FIX:0000657	diffuse reflectance infrared spectroscopy by Fourier transform	label	hasRelatedSynonym	Drift	DRIFT	12.0	1.0	1.0	2	0.5	0.09658512948219744	0.09658512948219744	0.7189598740993408	0.0878698669362643	True	True	False	False	3
http://sweetontology.net/procChemical/Bond		FIX:0000495	chemical bond	label	hasRelatedSynonym	Bond	bond	50.0	1.0	1.0	4	1.0	0.07976909716325621	0.07976909716325621	0.767890593200731	0.07257121247275662	True	True	False	False	2
http://sweetontology.net/procChemical/Crystallization		FIX:0000214	crystallization	label	label	Crystallization	crystallization	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/procWave/RayleighScattering		FIX:0000059	Rayleigh scattering	label	label	RayleighScattering	Rayleigh scattering	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/prop/ReactionProperty		FIX:0000277	reaction property	label	label	ReactionProperty	reaction property	100.0	1.0	1.0	4	1.0	0.028891279741098105	0.028891279741098105	0.9302679660495473	0.01194947446825637	True	True	False	False	2
http://sweetontology.net/prop/SystemProperty		FIX:0000282	system property	label	label	SystemProperty	system property	100.0	1.0	1.0	4	1.0	0.028891279741098105	0.028891279741098105	0.9302679660495473	0.01194947446825637	True	True	False	False	2
http://sweetontology.net/propCapacity/HeatCapacity		FIX:0000480	heat capacity	label	label	HeatCapacity	heat capacity	100.0	1.0	0.5	4	1.0	0.0287950326583528	0.0287950326583528	0.9271689140620263	0.01524102062126812	True	True	False	False	2
http://sweetontology.net/propCapacity/MolarHeatCapacity		FIX:0000478	molar heat capacity	label	label	MolarHeatCapacity	molar heat capacity	100.0	1.0	0.5	4	1.0	0.0287950326583528	0.0287950326583528	0.9271689140620263	0.01524102062126812	True	True	False	False	2
http://sweetontology.net/propMass/Mass		FIX:0000479	mass	label	label	Mass	mass	100.0	1.0	0.5	4	1.0	0.05152030226182133	0.05152030226182133	0.8693111587142172	0.027648236762140028	True	True	False	False	2
http://sweetontology.net/propMass/MolecularWeight		FIX:0000270	molecular mass	label	hasRelatedSynonym	MolecularWeight	molecular weight	50.0	1.0	0.5	4	1.0	0.07826168224165085	0.07826168224165085	0.753379588569675	0.0900970469470234	True	True	False	False	2
http://sweetontology.net/propMass/Structure		FIX:0000482	structure	label	label	Structure	structure	100.0	1.0	1.0	0	0.3333333333333333	0.053633068485268366	0.053633068485268366	0.8701658744388682	0.022567988590595105	True	True	False	False	4
http://sweetontology.net/propSpace/Shape		FIX:0000498	shape	label	label	Shape	shape	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
